aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,class
595534,0,9746,7984,0,0,318,372780,2172618,10535024,14235286,13961814,6513848,1601032,107078,2428,18584760,308,0,na,4251640,5629772,39255344,39672828,10046930,3291154,0,0,0,0,20380,7750,0,0,0,0,0,0,0,4204984,45297240,2,82798,53926,101134,258956,2093400,33726056,5879080,7306876,0,0,20411036,12621462,5526688,3147388,2052986,1467132,1042906,802812,403940,2025876,53550108,6442,8002,7690,10,18584760,528682,5632046,4411064,224780,222800,211960,215520,194420,205260,226320,212660,52020,595534.67,53550108,53550108,53496276,213913,2820,na,318260,49548812,1209600,1498752,0,1752,0,35334586.56,10500969.6,3692949.12,4296,8344,1046068,3491502,5500710,6321330,12931396,8761076,4119276,3056348,2955846,1318674,148,166,53550108,0,17218,1982,10892734,3814558,2814430,26662552,5278604,20060,88,0,14506,14564,34434748,7668538,0,27914,0,0,35041622,53564,4206,0,0,18040,10518930,0,0,0,0,275664,204264,40696,0,0,1785352,359114,314160,47556,0,0,0,0,251991300,na,4498,14409874,7578630,7099978,2441534,4540018,4677824,8130862,475540,147840,126,0,0,pos
1376750,na,na,na,na,na,0,0,0,5774,1133814,17808716,47047146,17498314,533240,4206,31814602,30844,860,na,16094,33584,71316140,64728152,14321188,6326092,na,0,14886,0,na,na,0,0,0,0,189398,11292954,44150284,25263942,3134632,0,237476,288126,510888,3810186,60895510,18266024,22996,4,0,0,22569770,19350554,8001160,6016866,4782744,4490270,6251712,9182258,2933726,452150,85662176,na,na,na,na,31814602,949224,7775306,6513984,339400,291100,297260,216580,165640,228060,304840,159940,230680,1376750.2,85662176,85662176,85695812,633930,na,na,838340,84031210,1209600,na,na,na,na,76623541.44,0,7374160.32,0,0,0,0,77794,4485344,26080940,38510344,13098202,1473388,266776,38422,na,na,85662176,na,67100,13760,3820706,4323358,29926418,44435612,1437830,6426,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,467902,na,na,na,na,na,na,na,na,na,na,na,na,na,20182.7,30366,7753180,14628512,10952850,5785594,13448598,12416900,8353726,4358598,5992048,341204,na,na,pos
316878,na,na,na,0,0,22320,389178,2417278,5999708,6798616,4368190,1250328,136972,6244,0,7886078,29132,0,na,3680500,5544998,13742596,15058918,6021310,1752402,2,0,0,0,17734,6368,0,0,0,0,0,0,0,1055946,20133220,199668,43914,27822,42252,116526,1599574,19558746,0,0,0,0,4133760,6785798,2651504,2088880,1446528,1033870,913262,1102670,682106,550456,23445560,1142,2830,6518,2,7886078,237814,2717536,3284144,343900,588460,498200,510680,369240,221360,202500,311140,116580,316877.33,23445560,23445560,23440630,159604,47794,na,443620,21388834,1209600,0,na,na,na,15821626.56,0,5555791.68,na,na,943586,3673982,6147724,6083350,3174880,1210000,132478,19580,3182,72,na,0,23445560,na,12356,1994,1962756,3040390,3433020,12897782,40536,0,0,0,na,na,na,na,na,na,na,na,na,11334,730,na,na,na,na,na,na,na,na,178458,136932,43900,794387440,5193112,771988,101064,16892820,2059704,18593208,13348,0,0,na,na,na,5642290,1935912,1306480,711020,1592134,2079102,5699340,2346008,76548,0,0,0,pos
377724,na,2042,na,0,0,0,1796,249580,2774426,12865956,15999028,7718002,2486692,442080,4936,17425656,0,46,na,952140,1274904,35454202,32184214,8231978,3663320,0,0,1948,0,11836,50,0,0,0,0,0,186,1900706,26574650,14066954,0,12838,3084,4978,10194,414396,42096850,156,0,0,0,18612812,13676400,3367696,2020520,1288592,920490,721474,903366,725680,305466,44640104,23404,12442,8760,210,17425656,455444,3172906,5049540,232720,219200,204940,249620,226360,190500,191840,183220,332420,377724.18,44640104,44640104,44637206,187223,283796,na,1053420,42542496,1209600,0,na,na,na,28360037.76,9924863.04,4236795.84,52224,na,27518,1081858,5393158,15211562,13624550,6488002,666480,44750,4590,28,na,130,44640104,na,18750,5516,7340160,8352966,15777106,10937062,110936,0,0,0,na,na,na,na,na,na,na,na,na,42508,3080,0,0,2780,10382708,0,0,0,0,236396,163134,34596,107436570,10954956,1646328,179460,120619560,13309402,520072,1015490,0,0,44661970,0.4,0,14368448,10352662,7917648,2747694,4001644,625530,729666,1765316,33888,0,0,0,pos
1592234,na,na,na,na,na,0,0,0,34878,1282596,23627388,61578064,16503232,247358,1256,37103888,7842,0,na,29488,54316,84129764,73838172,20561316,9876334,na,0,346,0,na,na,0,0,0,0,0,4354818,45759356,42387542,10773056,0,90222,86038,128868,480382,60024292,42024010,440598,302,56,4,33621532,18286654,9770314,8829570,8724670,9136050,10557432,4205170,142184,1196,104739282,na,na,na,na,37103888,1069700,9047390,11455298,387940,366040,417780,379380,391580,354980,299940,323440,144840,1592233.38,104739282,104739282,104788056,745620,na,na,457680,103274772,1209600,na,na,na,na,34012376.64,0,5184840,0,0,0,776,179736,6880418,37506360,47048584,10661548,824730,159000,13620,na,na,104739282,na,96814,21682,4526530,5173306,22551010,65687914,5157002,60510,4,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,579564,na,na,na,na,na,na,na,na,na,na,na,na,na,35736,48318,11209698,21363318,15732376,7367142,14161014,10869268,8299898,5134012,8301692,836354,na,na,pos
789804,2,228,178,0,0,0,0,0,34154,1175660,1554166,309682,71168,10440,0,28023706,0,88,0,2575928,3742072,49055048,44369372,21312552,6165918,0,0,0,0,290,350,0,0,0,0,0,0,0,217614,2937656,0,12150,9284,13684,27466,90070,2997216,5400,0,0,0,1111668,820150,359336,175772,124642,95776,71422,62560,36230,297714,72948586,2888,3064,2624,0,28023706,743106,11775426,9521230,507200,512580,606540,570200,540340,549940,532200,540220,111960,789804.98,72948586,72948586,4444976,17653,0,106484,307760,3157390,1209600,79234,0,40,0,42931389.12,6002119.68,13363496.64,728,1470,0,0,75512,392824,903266,575026,520228,478824,183730,25860,170,174,72948586,0,5704,1028,198760,387070,149620,1536908,868798,7252,128,2,308,754,2558376,1200086,0,56,0,0,2568544,3302,282,0,0,0,175794,0,0,0,0,461050,17740,4080,6732564,1152494,99756,14654,6000,2388,1288278,26442,2,98,2344990,1839,1798,615986,345150,297604,124572,300482,1405542,55636,8846,1452,0,12,80,pos
1317250,2,na,na,0,0,0,0,37486,3904962,22998742,32455208,14825408,4687862,1805516,392466,41410120,0,150,na,1990876,2833508,80484748,74607732,16409922,7075578,na,0,36328,0,10818,3268,0,0,0,0,0,0,0,1695338,79157278,255034,39044,13672,43118,221102,765080,73598842,4023510,2402620,662,0,29520242,16057982,13583246,8083170,3862872,2129166,1521626,1210950,597866,4540530,98882320,na,na,51116,536,41410120,1229454,6127346,10257334,220720,225520,214160,212300,204120,201680,218180,188960,175580,1317249.02,98882320,98882320,98037510,442736,na,na,857540,94772834,1209600,2066300,na,na,na,65034704.64,6470788.8,23717259.84,902,4834,650,88238,2184782,6109406,18192360,23456556,14731840,11146072,4393894,803852,na,na,98882320,10924,36188,5770,12304362,12146156,4483022,46177296,5640122,314474,260,0,610,9232,35805278,14569912,38,1476,0,0,36282752,77892,na,na,na,na,na,na,na,na,na,565312,na,na,na,na,na,na,na,na,na,na,na,na,na,23302.36,10692,26141034,7711010,4291100,1750984,3671308,5377012,8632340,23266310,266496,56,na,na,pos
1039976,na,2732,na,0,0,998,485994,3785394,14123020,29848620,26792254,10817964,4058264,717718,4618,37288206,1059462,1172668,na,4231416,6819112,61283856,47118892,27974618,15900972,0,0,704,0,5862,600,0,0,0,0,0,0,553838,38499662,51373048,208296,322242,249150,346220,789840,18633428,70293624,340,0,0,0,37873362,18850400,8063246,5935936,4136390,3272548,3610512,6244396,2174348,473706,93488942,4522,8040,7504,624,37288206,2074632,8987358,18956632,474820,480000,569140,505120,560160,509420,565320,541440,126900,1039975.66,93488942,93488942,93594594,632706,343882,na,295180,90634844,1209600,0,na,na,na,59691608.64,18131496,12758736.96,9056,17028,570678,6148094,16921658,31432002,24466444,10333918,696518,57708,7714,110,na,0,93488942,na,31312,8406,11871114,13024350,35666750,30022358,10554,0,0,0,na,na,na,na,na,na,na,na,na,11068,452,0,0,99530,3168444,0,0,0,0,1767476,131856,26294,0,0,457382,75974,15670020,2853460,0,0,0,0,159988360,12697.36,15130,31157510,11586244,10290868,4637102,8660616,7276678,15819098,888512,317774,442,0,0,pos
828158,na,na,na,0,0,0,0,0,14140,959174,14660264,33371594,8253660,115362,30,21777458,1379288,340,na,17878,43742,38112144,26312454,21660998,10436878,0,0,9018,0,0,0,0,0,0,0,2164,1421614,22544892,25087590,8317960,0,69786,49566,104964,263190,21667160,35206090,13256,94,46,68,23892088,7354786,4271428,3442068,3044652,3830866,6532034,4749204,254844,2248,59800364,1200,1908,3184,3488,21777458,993498,7698424,13835716,645580,384500,390340,407680,452940,434480,503540,477200,254920,828158.23,59800364,59800364,58608718,417821,4244578,na,372740,57374238,1209600,0,na,na,na,49286610.24,0,7990744.32,98304,na,27228,5568,158728,5732374,26116252,22061718,2803838,387120,78822,2570,na,0,59800364,na,56562,10842,2910322,3135856,7251020,37794092,6117474,97986,64,0,na,na,na,na,na,na,na,na,na,43662,2610,na,na,na,na,na,na,na,na,696108,625388,154738,0,0,1737846,278764,61686000,22684214,0,0,0,0,na,1.04,0,8358512,12212174,8406924,3967410,7585992,5681562,4187656,2605772,4101358,266860,0,0,pos
627724,na,1546,1546,0,0,0,0,0,10386,1048754,12066288,21224502,4911522,75118,1310,19373402,0,0,0,27424,45114,32817790,26614556,9237964,5357006,0,0,1216,0,3574,608,0,0,0,0,0,994460,17934752,15134010,5274654,0,32102,19984,40566,242748,20568704,18163872,269884,12,4,0,15552298,6294948,2918606,2402890,2156924,2099184,2134572,3200450,1772172,805832,42090996,10282,3292,2834,226,19373402,585066,5373654,3823318,449480,384200,443320,362920,332780,323360,270100,251300,360540,627724.99,42090996,42090996,41489800,259481,875546,31970,878200,39337896,1209600,1222888,11884,2136,0,35327631.36,0,3972097.92,0,0,0,84,226808,4185218,15680404,15897700,3088250,217760,39758,1894,242662,388714,42090996,na,34784,7112,1701724,1445866,6457184,27910860,1719784,60556,6,0,2838,3868,22956536,539842,210,678998,0,0,32143692,24990,1818,0,0,0,0,0,0,0,0,370908,709734,114294,0,0,1205076,178198,16859920,3787648,2156406,77990,0,0,310255010,13673.82,17414,4243248,6750890,5822950,3137130,5791756,4519574,3458904,2114710,3322742,175974,0,0,pos
2220448,na,na,na,na,na,0,0,0,230312,7087954,71327916,52588174,5498208,54078,0,50286360,267330,396,na,141190,249634,101043124,82017598,39376748,18678642,na,0,0,0,na,na,0,0,0,0,2558594,57170066,56704372,17601852,2751754,0,77126,47852,77068,214880,44374722,91203880,791100,10,0,0,42341834,24455686,11311382,10493990,11070534,16758932,18997660,1356580,40,0,140573922,na,na,na,na,50286360,2205968,19770048,19532520,515400,499100,476800,525880,525960,547460,507240,517460,9520,2220447.33,140573922,140573922,138947470,1002003,na,na,28640,136786654,1209600,na,na,na,na,124510239.4,0,12216888.96,0,0,0,1710,1244272,27286132,53748940,16987426,2346768,1441880,3385142,30344368,na,na,140573922,na,106496,23394,8110702,6108298,32520522,85703584,4062432,150942,268,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1351474,na,na,na,na,na,na,na,na,na,na,na,na,na,37148.98,50194,13015736,25556478,20150044,9753888,17783952,13460014,12725610,9373838,14560586,406494,na,na,pos
1017780,na,0,na,0,0,0,0,0,3990,700552,14018934,34431424,9689574,44104,0,33763682,0,1968,6538,15122,23884,55311396,51301736,8165618,3324000,0,0,0,0,0,0,0,0,0,0,0,802376,25813694,20552486,11720022,0,33008,20786,37506,84160,4585960,54121636,5516,6,0,0,19248136,11093010,5560376,4889794,4678824,5078220,7038120,1302034,64,0,63497276,410,376,1024,304,33763682,686332,5502826,2643094,203720,149940,144240,137340,148000,118700,116880,135420,72340,1017779.05,63497276,63497276,63135600,402302,6597612,19976,514800,58888578,1209600,0,na,na,na,54244326.72,0,4604553.6,0,0,0,0,119786,5191086,25927954,24547088,2830690,228580,42352,1042,na,0,63497276,na,35794,7112,2381784,2641854,5836778,45345782,2611510,27964,0,0,na,na,na,na,na,na,na,na,na,17610,290,0,0,0,0,0,0,0,0,354922,793690,147356,0,0,1540140,245004,43526320,9984910,0,0,0,0,0,12349.32,16056,4868296,9284984,7549854,3493774,7098460,7026980,7641860,5398786,6439324,86260,0,0,pos
597102,4,2728,na,0,0,8870,660290,3361360,8171152,12512842,13347120,4538160,1972908,314022,6898,17542068,1206,92,na,5170346,6691342,35874210,38479212,4364610,2030522,2,0,0,0,19114,8848,0,0,0,0,0,0,320474,10112438,33779746,680964,25694,15424,24652,57942,175228,27343504,4040388,13210756,34,0,18551358,6322612,4337698,3305586,2545390,1951102,1568436,1350444,608068,4352928,45406686,19182,68170,4212,0,17542068,287606,1462040,2897458,216000,131620,123380,93600,84000,73520,78340,69100,152380,597102.1,45406686,45406686,45347930,267691,730,na,638920,44948720,1209600,490136,na,na,na,28702964.16,8865690.24,7357454.4,1008,2824,1076554,3303682,4333134,4057836,7700474,8067326,5743422,4853048,4028678,1729468,na,342,45406686,0,13908,1468,2796758,5937016,6513956,14790728,14786836,52630,322,0,4540,39108,26094824,17691086,76,10636,0,0,26200280,12808,562,na,na,na,na,na,na,na,na,196700,125894,51642,0,0,501822,100822,20520,4122,0,0,0,0,na,na,3472,16265374,2367458,1830636,880548,2438216,5705860,14365054,810848,229336,292,0,0,pos
274944,na,6168,na,0,0,0,3122,193930,2532588,8312684,7594410,2542944,513264,112252,4562,8844442,43812,0,0,422318,701568,16095964,13168332,8539396,3051386,4,0,3250,0,17794,3070,0,0,0,0,0,0,22232,2375124,18984536,427864,59684,45832,55016,112320,1383378,20153518,8,0,0,0,6400362,6375452,2458008,1676894,1115808,850404,824832,1110092,854218,143686,25058368,3956,1002,9162,38,8844442,400726,4387064,4148006,569860,439300,355200,389420,391600,484620,377620,375460,520400,274944.2,25058368,25058368,25106106,146702,57026,72886,851040,21809756,1209600,0,na,na,na,16670368.32,912032.64,4203855.36,1436,5964,5112,265036,2536156,7180882,5034472,5329242,1326216,118870,13356,414,na,0,25058368,na,15042,3626,4656432,3034788,6636664,7440864,22340,0,0,0,na,na,na,na,na,na,na,na,na,28104,580,2079350,1688748,0,0,0,0,0,0,229240,141988,32324,73743606,8874896,905858,128678,53585820,5681784,21055774,456958,0,0,273944190,6154.78,6374,5272086,4432460,2235350,1135170,2283150,2039578,2302954,1992982,115958,68,0,0,pos
512352,na,na,na,na,na,0,0,0,343106,26622466,47836592,19212558,1648414,39446,0,34534196,6197902,1154,na,648032,1897936,58187604,35697732,38798622,22630980,na,0,0,0,na,na,50553892,26862750,13166220,977390,278512,479980,546832,1780476,1056530,0,41634,14840,22046,35662,4768146,88292720,2527296,42,18,178,66537654,12601336,7796390,4773936,2520582,1132144,309214,31196,130,0,97641664,na,na,na,na,34534196,1283242,12747886,26017446,774940,731420,672540,647520,657920,638700,652060,624460,442200,512352.38,97641664,97641664,97699400,296126,na,na,738720,95702582,1209600,na,na,na,na,73847733.12,625294.08,21162204.48,0,0,0,3932,853252,32483428,37875050,21522958,2623776,266602,69954,3630,na,na,97641664,na,82354,21962,15576100,4579210,13398070,57966260,4035674,42950,2,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,998552,na,na,na,na,na,na,na,na,na,na,na,na,na,27389.48,31348,22365362,61198280,9472738,1576354,977550,101518,10076,652,52,0,na,na,pos
687808,0,1024,1312,0,0,0,8932,593898,5439280,11479602,11522214,2395432,92468,712,0,18081610,157460,0,0,2661868,3719114,35851674,33411600,12411792,3593910,4,0,0,0,7632,2264,0,0,0,0,0,0,0,1375468,29928898,228172,122980,70212,79234,81568,352100,24809096,3182980,2834362,6,0,9721014,7857414,4214972,2715576,1901094,1330228,939168,714102,357530,1781440,50942640,6210,2794,9390,24,18081610,542704,6686192,5699790,365340,374480,384120,295820,370240,286520,317640,302060,408160,687808.53,50942640,50942640,50171464,175809,3480,49750,1203900,43838420,1209600,851546,0,1652,0,39057314.88,0,4719521.28,4818,17306,116080,840242,3063820,4738004,8321490,5586946,4368178,2901948,1446140,149690,784,662,50942640,0,83916,14718,3167774,1922328,2034362,21087970,3195488,25764,218,0,1718,9138,18197158,8199734,472,24288,0,0,38838584,39468,18680,0,0,0,0,0,0,0,0,372008,183020,43514,0,0,1008850,143346,44686140,4542860,0,0,0,0,97469760,28969.92,29726,3798586,5513096,2755274,1345890,6953002,8618256,1540916,881716,125132,670,0,0,pos
1579464,na,na,na,na,na,67966,1552538,7026226,19260114,29268310,20096452,3387268,59168,0,0,27384294,37722,0,na,14191998,21195392,60280716,65891324,24086602,7017576,na,0,0,0,na,na,12,0,0,0,0,0,1529120,54679122,24506350,3438,235348,115710,132836,109134,21964696,58072166,87598,554,0,0,15200144,24395494,13602656,7430088,5287282,3744862,3666846,4902312,1685378,802980,98581870,na,na,na,na,27384294,881634,6320046,17730394,567040,461440,428440,439260,458980,475480,542880,456440,225420,1579463.31,98581870,98581870,82131916,393367,na,na,401780,80718042,1209600,na,na,na,na,81119994.24,0,15708890.88,35840,na,601672,6806796,21051576,15591354,22117154,12627758,1805536,113518,2678,0,na,na,98581870,na,81728,18432,7372006,6761344,5861698,57683128,2864342,75332,32,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,603760,na,na,na,na,na,na,na,na,na,na,na,na,na,1.5,0,14503804,8300226,4939664,2111012,6686138,30963610,9353244,3519476,340820,48,na,na,pos
266940,na,1376,460,0,0,0,0,161202,1740030,6258498,7890112,3513270,751926,114720,1838,8214062,na,na,na,569562,na,14721596,na,6052514,na,20,na,na,na,14978,3664,0,0,0,0,0,0,16676,4208670,16122228,84022,68988,61096,105506,266920,9265486,10663600,0,0,0,0,6964434,4814306,1993790,1510810,1049460,835112,848710,1279016,918570,217388,21345882,188,436,7116,86,8214062,283412,na,na,480340,409820,295620,315060,315800,387960,327720,310440,388680,266939.82,21345882,21345882,21362874,152955,1768,58490,756900,20431596,1209600,592330,0,514,0,14313610.56,0,6103992,2388,4602,4196,505916,2946952,7147634,6772466,2820818,208836,21986,2760,32,8546,12036,21345882,na,11506,2174,3862174,2459294,9429012,4610348,57088,0,0,0,780,8790,8784720,1532908,76,26,0,0,9121064,33028,3344,0,0,0,0,0,0,0,0,169926,97552,22618,18496150,7481534,489086,90758,357920,46256,2497516,10218,0,0,135714120,3815.98,4786,6326980,2728522,1187616,597862,1461386,1694922,2679520,2508740,1245836,212,0,0,pos
643780,na,na,na,na,na,0,0,0,0,42284,4018570,27921852,13050722,324194,6708,23825186,107640,2294,na,13134,30708,46509728,38642442,15814468,7686822,na,0,396,0,na,na,0,0,0,0,91662,7568976,32189654,5342596,171442,0,188762,175308,382656,26475072,17436402,706130,0,0,0,0,13707820,9472604,3522958,2888474,2664334,2708802,2531252,4689316,2913940,264830,62344400,na,na,na,na,23825186,1023758,8201380,7560970,509140,489500,459880,465680,562460,528740,608360,583940,230720,643779.39,62344400,62344400,46439174,309518,na,na,533060,45364330,1209600,na,na,na,na,44371351.68,0,5328288,0,0,0,0,1710,925948,11580600,25951362,6203344,580692,109224,11450,na,na,62344400,na,72198,15494,2881178,2964608,27039232,11219530,1158176,13914,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,617430,na,na,na,na,na,na,na,na,na,na,na,na,na,40564.54,29702,5373084,11136276,8208406,4319776,15798564,528214,10,0,0,0,na,na,pos
210624,na,1264,na,0,0,0,0,0,10502,292416,5106180,7261164,921894,7962,0,7104868,65760,46,0,13782,24684,11658704,10090200,2809854,1330652,0,0,0,0,2140,338,0,0,0,0,0,6460,5183138,2485640,5924880,0,36226,25294,52378,80064,4940162,8461196,4796,2,0,0,4280710,3494186,1778696,1321356,1030812,749242,498288,351254,81854,13720,14484796,384,126,3544,1950,7104868,201214,1337162,1461922,245640,171120,221380,188060,180020,208600,190080,314320,269060,210624.87,14484796,14484796,14285426,76596,37832,96180,1149800,13600118,1209600,351352,na,na,na,11949338.88,0,1638433.92,na,na,0,646,60910,2402144,7332230,3482250,266862,46232,8720,124,na,74,14484796,na,12438,2626,596934,643332,695628,10500776,1111584,36796,4,0,948,1738,10624168,471102,776,126606,0,0,10879568,10712,236,0,0,0,0,0,0,0,0,123918,166408,40434,24478442,4567344,403420,60502,389180,139262,12963876,3376,0,0,10234110,na,na,1749068,2223830,1553228,926050,2412644,2333238,1370104,605392,423348,3216,0,0,pos
341282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14543174,249298,0,0,1484700,2171528,25703484,21318368,13158366,5344162,0,0,209502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40349720,0,0,0,0,14543174,497248,4262802,8886922,299000,324580,266780,205040,178920,190160,161060,172160,134940,341282.46,40349720,40349720,40068816,0,0,12632,396280,36954874,1209600,0,0,0,0,20421396.48,8016388.8,8497372.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40349720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pos
0,na,10596,na,0,0,0,0,2616,291216,7033862,21033356,23198366,2517940,86260,392,25182016,56654,290,596,129578,289402,41743150,31633060,15309852,9107110,0,0,0,0,38018,4628,8968502,4123250,3440588,4333930,5016824,2757218,6301186,13092370,6130140,0,139706,71810,142444,2834872,37472012,13497792,4626,680,58,8,28117698,7674390,4195922,3366252,3083446,3193052,3306486,1200788,25858,116,57190886,1120,1396,2454,2256,25182016,995290,7329942,7889528,420200,529060,480460,420500,484900,469640,397880,394440,89940,na,57190834,57190886,56412202,282474,2783040,67380,230980,54164008,1209600,0,na,na,na,44801105.28,0,9275580.48,0,0,0,9256,554716,7574782,25509824,17991908,2235086,243722,41850,2864,na,2074,57190834,na,43372,8532,4646818,4299834,9917866,31941988,3255250,50346,2,0,na,na,na,na,na,na,na,na,na,36308,872,0,0,0,0,0,0,0,0,663358,103218,19440,0,0,1900388,362584,130816200,21035722,16914808,597360,0,0,428228540,17522.28,20008,9679710,26079450,11170040,2368200,2697884,1074860,571620,291026,230790,428,0,0,pos
727218,na,na,na,na,na,0,0,0,2414,1179146,18017182,24595786,3815556,190626,13990,19342962,166700,56,na,9378,19040,37813090,31908872,17947086,5646388,na,0,76792,0,na,na,0,0,0,0,545288,15725144,15937850,12474186,3132232,0,76540,73106,122842,2172446,36532980,8823054,13732,0,0,0,15088340,8530854,3343508,2749242,2454562,2818022,5533910,5768348,1389044,138870,55776994,na,na,na,na,19342962,719538,12213632,5645196,568580,288000,458540,461180,519260,426820,309180,247560,15660,727217.4,55776994,55776994,55475708,381243,na,na,16100,47814700,1209600,na,na,na,na,43658155.2,0,4133760,na,na,0,0,64626,4563704,21339802,19248804,2253982,262418,65734,15630,na,na,55776994,na,38860,8534,1560292,1582824,11309438,31387352,1875260,52128,12,0,8304,6306,23926730,10255998,61196,261252,0,0,39852736,na,na,na,na,na,na,na,na,na,na,421260,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4400650,9851258,7709944,4145184,8289548,6906004,3387298,1653262,1435336,36216,na,na,pos
944888,0,na,1630,na,na,0,0,0,72306,1554018,653450,26536,0,0,0,31831068,11208,6294,na,4073776,5710282,60521220,57758680,13688850,4823304,na,0,0,0,na,na,0,0,0,0,0,0,0,923618,1382692,0,20052,8910,10052,18316,1485444,711916,51620,0,0,0,983468,710278,294814,120996,67580,43398,29022,24348,12414,19992,78299826,na,na,na,na,31831068,833856,5648554,7953934,293080,253040,292860,133060,125040,153840,160400,148200,120700,944888.48,78299826,78299826,69390442,8940,na,na,710760,65025210,1209600,na,764,740,0,49571495.04,0,15422277.12,256,518,0,4626,219604,465878,374668,378872,355194,251014,163476,92978,4,na,78299826,0,4484,894,71894,289318,85016,1469992,370120,14478,114,0,958,1590,1706226,836576,0,31292,0,0,1743214,na,na,na,na,na,na,na,na,na,na,515784,na,na,na,na,na,na,na,na,na,na,na,na,na,1663.5,1734,430032,399436,179958,63460,132996,776460,173840,149454,674,0,na,na,pos
1157142,na,na,na,na,na,0,0,0,4220,782366,16434264,43310306,14171848,201210,0,28557328,114652,6630,na,8418,22700,57215670,44705472,21496064,10594978,na,0,1186,0,na,na,0,0,0,0,0,512412,29104392,35421996,9865414,0,104638,81820,141848,242050,24432098,49852570,49190,0,0,0,27027412,12847810,6140986,4846804,4421696,5424422,8962252,5057004,174332,1496,78734906,na,na,na,na,28557328,1256264,9963650,11473436,473820,386280,347560,379040,417080,291820,315740,379680,531120,1157142.84,78734906,78734906,77288056,544294,na,na,1117480,74904214,1209600,na,na,na,na,67630278.72,0,7229707.2,0,0,0,0,106056,6725736,31106658,29930674,6078092,800336,149650,7012,na,na,78734906,na,72528,14478,2348928,3566382,7654208,52272550,8902854,72278,8,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,868966,na,na,na,na,na,na,na,na,na,na,na,na,na,25075.76,37958,7648104,15395872,10346568,5213986,11444314,10048190,6865980,3321722,4352816,266662,na,na,pos
1321856,na,na,na,0,0,0,0,0,0,513912,18235282,50423388,10976832,48628,12,28623062,12076,400,na,1970,2924,70388840,64310802,15769838,4964984,0,0,0,0,0,0,0,0,0,0,0,146912,27646160,19706872,32698110,0,66096,50996,103556,255186,15704368,63961792,56036,24,0,0,31577990,15222150,9544908,6862858,5318224,5904790,5488174,278956,4,0,86166970,2328,5280,5250,2234,28623062,1024540,9722994,5986672,338840,287480,245480,292760,332540,275500,254340,213620,44280,1321856.74,86166970,86166970,85472012,474626,11278218,na,146560,80198066,1209600,0,na,na,na,70614376.32,0,9189060.48,0,0,0,0,67130,6137278,36736046,33079378,3808964,312386,56310,562,na,0,86166970,na,56570,11292,5620162,3767244,17102918,51257954,2352390,29522,2,0,na,na,na,na,na,na,na,na,na,37960,1884,na,na,na,na,na,na,na,na,445164,1165210,314750,0,0,3094054,529704,120686020,47922610,0,0,0,0,na,19999.52,23620,9817844,11364778,9869362,5093680,10781336,9968050,9532800,6228056,7356698,185450,0,0,pos
